Fecha,Conductividad,Carga motor (M014),Carga motor (M015),Ind.Presión (PI8026),Ind.Presión (PIC8025),Ind.Temperatura (TI8015),Ind.Temperatura (TIC8014),Estado
2016-01-26 16:00:00,3.8,69.2230602,39.7653948,17.7316184,18.0,80.2707998,100.2294539,0.0
2016-01-26 18:00:00,4.8,69.5574709,41.7101638,17.2198666,18.0,81.7516624,100.5642531,0.0
2016-01-26 20:00:00,3.9,69.1810644,42.0913878,17.8378283,18.0,79.8811679,100.3731042,0.0
2016-01-26 22:00:00,3.9,69.2296511,42.1953522,17.9244549,18.0,80.700266,99.3748315,0.0
2016-01-27 00:00:00,4.0,69.1717192,42.6126345,17.9891714,18.0,79.6269363,99.9581616,0.0
2016-01-27 02:00:00,4.1,69.2701461,42.4367119,17.9238058,18.0,80.379718,100.1724964,0.0
2016-01-27 04:00:00,3.6,69.1200098,42.475835,17.8369883,18.0,79.3713776,99.3152501,0.0
2016-01-27 06:00:00,3.9,69.3023593,42.941395,17.7777515,18.0,78.6855322,98.4065218,0.0
2016-01-27 08:00:00,3.9,57.92723,43.3833436,17.7457114,18.0,77.6409875,99.5627725,0.0
2016-01-27 10:00:00,4.7,67.7841785,39.2894539,17.6366506,18.0,79.3681176,99.5350399,0.0
2016-01-27 12:00:00,4.0,69.2575271,40.1725316,17.1087108,18.0,82.0342123,99.2349852,0.0
2016-01-27 14:00:00,4.0,69.3198588,40.373334,17.7227485,18.0,82.3845912,99.5023021,0.0
2016-01-27 16:00:00,4.0,69.6697321,41.2617816,17.7451669,18.0,83.0627543,100.0370959,0.0
2016-01-27 18:00:00,3.9,69.6480173,40.9038235,17.7363968,18.0,82.085003,99.6224641,0.0
2016-01-27 20:00:00,4.8,69.0816769,40.5313785,17.5552035,18.0,81.4094007,99.5110119,0.0
2016-01-27 22:00:00,4.1,69.3240542,40.7583325,17.3476946,18.0,81.3518769,100.0529112,0.0
2016-01-28 00:00:00,3.9,69.0871736,40.8911681,17.3673874,18.0,80.198345,100.5241603,0.0
2016-01-28 02:00:00,3.9,68.7523456,41.0753513,17.5957054,18.0,79.4351292,99.5390206,0.0
2016-01-28 04:00:00,4.0,69.168425,40.9909331,17.7711644,18.0,81.0378834,100.8667474,0.0
2016-01-28 06:00:00,4.1,68.7180253,41.5050725,17.6561872,18.0,79.513404,99.7603785,0.0
2016-01-28 08:00:00,4.2,68.8522975,40.9595342,17.4970276,18.0,79.6127336,99.752486,0.0
2016-01-28 10:00:00,4.4,69.0803395,40.9052801,17.3934468,18.0,80.5067607,99.8964008,0.0
2016-01-28 12:00:00,4.5,68.8505124,41.4123349,17.3406173,18.0,80.606548,99.9219106,0.0
2016-01-28 14:00:00,4.3,68.7666169,41.0656583,17.3156676,18.0,78.9500653,99.7985266,0.0
2016-01-28 16:00:00,4.6,68.6257263,40.4559829,17.4429175,18.0,77.9369447,100.1395919,0.0
2016-01-28 18:00:00,4.5,68.8701664,40.4251862,17.5931565,18.0,78.7420326,99.5933516,0.0
2016-01-28 20:00:00,4.7,69.1283235,40.7645313,17.7098514,18.0,79.0988985,100.4433977,0.0
